domain,file,true,prediction,C_horizons,Impr_C_horizons
rovers,p341,46,42,"[42, 47, 49, 52, 56, 62, 70, 82, 99, 122, 155, 202, 268]","[57, 80, 113, 160, 226]"
rovers,p474,34,34,"[34, 39, 41, 44, 48, 54, 62, 74, 91, 114, 147, 194, 260]","[40, 57, 80, 113, 160, 226]"
rovers,p334,46,38,"[38, 43, 45, 48, 52, 58, 66, 78, 95, 118, 151, 198, 264]","[40, 57, 80, 113, 160, 226]"
rovers,p313,43,39,"[39, 44, 46, 49, 53, 59, 67, 79, 96, 119, 152, 199, 265]","[40, 57, 80, 113, 160, 226]"
rovers,p348,46,41,"[41, 46, 48, 51, 55, 61, 69, 81, 98, 121, 154, 201, 267]","[57, 80, 113, 160, 226]"
rovers,p383,49,39,"[39, 44, 46, 49, 53, 59, 67, 79, 96, 119, 152, 199, 265]","[40, 57, 80, 113, 160, 226]"
rovers,p444,34,36,"[36, 41, 43, 46, 50, 56, 64, 76, 93, 116, 149, 196, 262]","[40, 57, 80, 113, 160, 226]"
rovers,p404,49,41,"[41, 46, 48, 51, 55, 61, 69, 81, 98, 121, 154, 201, 267]","[57, 80, 113, 160, 226]"
rovers,p518,7,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
rovers,p498,7,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
rovers,p538,7,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
rovers,p264,43,41,"[41, 46, 48, 51, 55, 61, 69, 81, 98, 121, 154, 201, 267]","[57, 80, 113, 160, 226]"
rovers,p479,44,41,"[41, 46, 48, 51, 55, 61, 69, 81, 98, 121, 154, 201, 267]","[57, 80, 113, 160, 226]"
rovers,p464,34,37,"[37, 42, 44, 47, 51, 57, 65, 77, 94, 117, 150, 197, 263]","[40, 57, 80, 113, 160, 226]"
rovers,p454,34,37,"[37, 42, 44, 47, 51, 57, 65, 77, 94, 117, 150, 197, 263]","[40, 57, 80, 113, 160, 226]"
rovers,p529,44,35,"[35, 40, 42, 45, 49, 55, 63, 75, 92, 115, 148, 195, 261]","[40, 57, 80, 113, 160, 226]"
rovers,p499,44,39,"[39, 44, 46, 49, 53, 59, 67, 79, 96, 119, 152, 199, 265]","[40, 57, 80, 113, 160, 226]"
rovers,p489,44,39,"[39, 44, 46, 49, 53, 59, 67, 79, 96, 119, 152, 199, 265]","[40, 57, 80, 113, 160, 226]"
rovers,p449,44,39,"[39, 44, 46, 49, 53, 59, 67, 79, 96, 119, 152, 199, 265]","[40, 57, 80, 113, 160, 226]"
rovers,p236,43,40,"[40, 45, 47, 50, 54, 60, 68, 80, 97, 120, 153, 200, 266]","[40, 57, 80, 113, 160, 226]"
rovers,p484,34,38,"[38, 43, 45, 48, 52, 58, 66, 78, 95, 118, 151, 198, 264]","[40, 57, 80, 113, 160, 226]"
rovers,p376,49,39,"[39, 44, 46, 49, 53, 59, 67, 79, 96, 119, 152, 199, 265]","[40, 57, 80, 113, 160, 226]"
rovers,p320,43,40,"[40, 45, 47, 50, 54, 60, 68, 80, 97, 120, 153, 200, 266]","[40, 57, 80, 113, 160, 226]"
rovers,p528,7,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p199,9,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p281,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p285,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p265,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p198,10,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p72,8,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p66,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p270,6,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p274,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p266,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p264,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p279,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p67,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p70,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p74,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p76,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p81,8,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p202,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p205,10,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p280,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p271,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p68,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p284,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p268,6,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p272,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p69,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p276,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p71,8,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p277,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p269,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p273,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
parking,p267,7,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
visitall,p260,53,49,"[49, 54, 56, 59, 63, 69, 77, 89, 106, 129, 162, 209, 275]","[57, 80, 113, 160, 226]"
visitall,p315,51,44,"[44, 49, 51, 54, 58, 64, 72, 84, 101, 124, 157, 204, 270]","[57, 80, 113, 160, 226]"
visitall,p276,50,53,"[53, 58, 60, 63, 67, 73, 81, 93, 110, 133, 166, 213, 279]","[57, 80, 113, 160, 226]"
visitall,p258,54,53,"[53, 58, 60, 63, 67, 73, 81, 93, 110, 133, 166, 213, 279]","[57, 80, 113, 160, 226]"
visitall,p272,50,49,"[49, 54, 56, 59, 63, 69, 77, 89, 106, 129, 162, 209, 275]","[57, 80, 113, 160, 226]"
visitall,p254,50,51,"[51, 56, 58, 61, 65, 71, 79, 91, 108, 131, 164, 211, 277]","[57, 80, 113, 160, 226]"
visitall,p275,54,51,"[51, 56, 58, 61, 65, 71, 79, 91, 108, 131, 164, 211, 277]","[57, 80, 113, 160, 226]"
visitall,p249,48,48,"[48, 53, 55, 58, 62, 68, 76, 88, 105, 128, 161, 208, 274]","[57, 80, 113, 160, 226]"
visitall,p216,50,45,"[45, 50, 52, 55, 59, 65, 73, 85, 102, 125, 158, 205, 271]","[57, 80, 113, 160, 226]"
visitall,p251,48,47,"[47, 52, 54, 57, 61, 67, 75, 87, 104, 127, 160, 207, 273]","[57, 80, 113, 160, 226]"
visitall,p226,55,49,"[49, 54, 56, 59, 63, 69, 77, 89, 106, 129, 162, 209, 275]","[57, 80, 113, 160, 226]"
visitall,p259,56,53,"[53, 58, 60, 63, 67, 73, 81, 93, 110, 133, 166, 213, 279]","[57, 80, 113, 160, 226]"
visitall,p218,53,46,"[46, 51, 53, 56, 60, 66, 74, 86, 103, 126, 159, 206, 272]","[57, 80, 113, 160, 226]"
visitall,p331,51,46,"[46, 51, 53, 56, 60, 66, 74, 86, 103, 126, 159, 206, 272]","[57, 80, 113, 160, 226]"
visitall,p283,55,58,"[58, 63, 65, 68, 72, 78, 86, 98, 115, 138, 171, 218, 284]","[80, 113, 160, 226]"
visitall,p225,53,49,"[49, 54, 56, 59, 63, 69, 77, 89, 106, 129, 162, 209, 275]","[57, 80, 113, 160, 226]"
visitall,p250,51,44,"[44, 49, 51, 54, 58, 64, 72, 84, 101, 124, 157, 204, 270]","[57, 80, 113, 160, 226]"
visitall,p233,54,50,"[50, 55, 57, 60, 64, 70, 78, 90, 107, 130, 163, 210, 276]","[57, 80, 113, 160, 226]"
visitall,p228,46,51,"[51, 56, 58, 61, 65, 71, 79, 91, 108, 131, 164, 211, 277]","[57, 80, 113, 160, 226]"
visitall,p322,51,45,"[45, 50, 52, 55, 59, 65, 73, 85, 102, 125, 158, 205, 271]","[57, 80, 113, 160, 226]"
visitall,p232,47,47,"[47, 52, 54, 57, 61, 67, 75, 87, 104, 127, 160, 207, 273]","[57, 80, 113, 160, 226]"
visitall,p256,47,52,"[52, 57, 59, 62, 66, 72, 80, 92, 109, 132, 165, 212, 278]","[57, 80, 113, 160, 226]"
visitall,p282,57,56,"[56, 61, 63, 66, 70, 76, 84, 96, 113, 136, 169, 216, 282]","[57, 80, 113, 160, 226]"
visitall,p253,45,52,"[52, 57, 59, 62, 66, 72, 80, 92, 109, 132, 165, 212, 278]","[57, 80, 113, 160, 226]"
visitall,p223,49,46,"[46, 51, 53, 56, 60, 66, 74, 86, 103, 126, 159, 206, 272]","[57, 80, 113, 160, 226]"
visitall,p229,49,51,"[51, 56, 58, 61, 65, 71, 79, 91, 108, 131, 164, 211, 277]","[57, 80, 113, 160, 226]"
visitall,p274,54,52,"[52, 57, 59, 62, 66, 72, 80, 92, 109, 132, 165, 212, 278]","[57, 80, 113, 160, 226]"
visitall,p220,48,46,"[46, 51, 53, 56, 60, 66, 74, 86, 103, 126, 159, 206, 272]","[57, 80, 113, 160, 226]"
visitall,p217,46,46,"[46, 51, 53, 56, 60, 66, 74, 86, 103, 126, 159, 206, 272]","[57, 80, 113, 160, 226]"
visitall,p222,46,47,"[47, 52, 54, 57, 61, 67, 75, 87, 104, 127, 160, 207, 273]","[57, 80, 113, 160, 226]"
visitall,p231,52,47,"[47, 52, 54, 57, 61, 67, 75, 87, 104, 127, 160, 207, 273]","[57, 80, 113, 160, 226]"
visitall,p264,57,54,"[54, 59, 61, 64, 68, 74, 82, 94, 111, 134, 167, 214, 280]","[57, 80, 113, 160, 226]"
visitall,p246,52,46,"[46, 51, 53, 56, 60, 66, 74, 86, 103, 126, 159, 206, 272]","[57, 80, 113, 160, 226]"
visitall,p230,55,50,"[50, 55, 57, 60, 64, 70, 78, 90, 107, 130, 163, 210, 276]","[57, 80, 113, 160, 226]"
visitall,p262,58,51,"[51, 56, 58, 61, 65, 71, 79, 91, 108, 131, 164, 211, 277]","[57, 80, 113, 160, 226]"
visitall,p278,56,53,"[53, 58, 60, 63, 67, 73, 81, 93, 110, 133, 166, 213, 279]","[57, 80, 113, 160, 226]"
visitall,p245,51,47,"[47, 52, 54, 57, 61, 67, 75, 87, 104, 127, 160, 207, 273]","[57, 80, 113, 160, 226]"
visitall,p269,56,54,"[54, 59, 61, 64, 68, 74, 82, 94, 111, 134, 167, 214, 280]","[57, 80, 113, 160, 226]"
visitall,p287,60,51,"[51, 56, 58, 61, 65, 71, 79, 91, 108, 131, 164, 211, 277]","[57, 80, 113, 160, 226]"
visitall,p271,48,52,"[52, 57, 59, 62, 66, 72, 80, 92, 109, 132, 165, 212, 278]","[57, 80, 113, 160, 226]"
visitall,p227,50,49,"[49, 54, 56, 59, 63, 69, 77, 89, 106, 129, 162, 209, 275]","[57, 80, 113, 160, 226]"
visitall,p244,49,47,"[47, 52, 54, 57, 61, 67, 75, 87, 104, 127, 160, 207, 273]","[57, 80, 113, 160, 226]"
visitall,p268,57,54,"[54, 59, 61, 64, 68, 74, 82, 94, 111, 134, 167, 214, 280]","[57, 80, 113, 160, 226]"
visitall,p277,49,52,"[52, 57, 59, 62, 66, 72, 80, 92, 109, 132, 165, 212, 278]","[57, 80, 113, 160, 226]"
gripper,p12,14,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
gripper,p14,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
gripper,p13,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p525,17,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p503,17,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p214,15,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p81,18,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p108,19,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p491,13,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p363,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p235,17,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p381,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p497,14,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p103,18,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p86,17,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p64,16,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p252,19,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p365,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p215,17,16,"[16, 21, 23, 26, 30, 36, 44, 56, 73, 96, 129, 176, 242]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p213,16,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p70,15,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p536,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p520,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p197,17,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p203,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p191,14,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p341,11,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p514,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p405,19,16,"[16, 21, 23, 26, 30, 36, 44, 56, 73, 96, 129, 176, 242]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p509,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p98,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p552,18,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p382,15,16,"[16, 21, 23, 26, 30, 36, 44, 56, 73, 96, 129, 176, 242]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p240,17,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p69,17,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p41,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p409,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p225,19,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p47,13,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p209,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p220,19,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p364,14,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p219,16,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p370,19,16,"[16, 21, 23, 26, 30, 36, 44, 56, 73, 96, 129, 176, 242]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p96,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p75,15,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p347,18,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p540,18,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p353,14,16,"[16, 21, 23, 26, 30, 36, 44, 56, 73, 96, 129, 176, 242]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p63,17,13,"[13, 18, 20, 23, 27, 33, 41, 53, 70, 93, 126, 173, 239]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p387,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
miconic,p369,14,14,"[14, 19, 21, 24, 28, 34, 42, 54, 71, 94, 127, 174, 240]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p116,12,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p191,16,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p70,9,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p22,14,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p76,9,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p53,12,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p39,10,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p15,11,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p112,9,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p21,10,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p75,11,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p13,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p41,9,7,"[7, 12, 14, 17, 21, 27, 35, 47, 64, 87, 120, 167, 233]","[7, 10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p340,17,15,"[15, 20, 22, 25, 29, 35, 43, 55, 72, 95, 128, 175, 241]","[20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p77,9,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p16,6,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p73,8,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p20,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p71,7,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p40,9,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p19,10,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p74,13,12,"[12, 17, 19, 22, 26, 32, 40, 52, 69, 92, 125, 172, 238]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p17,11,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p11,7,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p14,5,10,"[10, 15, 17, 20, 24, 30, 38, 50, 67, 90, 123, 170, 236]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p64,11,9,"[9, 14, 16, 19, 23, 29, 37, 49, 66, 89, 122, 169, 235]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p38,9,11,"[11, 16, 18, 21, 25, 31, 39, 51, 68, 91, 124, 171, 237]","[14, 20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p254,14,16,"[16, 21, 23, 26, 30, 36, 44, 56, 73, 96, 129, 176, 242]","[20, 28, 40, 57, 80, 113, 160, 226]"
data_network,p44,12,8,"[8, 13, 15, 18, 22, 28, 36, 48, 65, 88, 121, 168, 234]","[10, 14, 20, 28, 40, 57, 80, 113, 160, 226]"
